                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                     71,                0.69652,                0.50677,                0.99322,                0.91664,                0.82246,                0.90815,                0.72922,                0.66597,                0.46735,                0.96301,             0.00045285,             0.00045285,             0.00045285
                     72,                 0.6993,                0.52369,                0.99373,                0.88089,                 0.8558,                0.90687,                0.72735,                0.66946,                0.47539,                0.95932,              0.0004387,              0.0004387,              0.0004387
                     73,                0.68506,                 0.5141,                0.98921,                0.89362,                0.83746,                 0.9058,                0.73145,                0.65313,                0.48674,                0.95478,             0.00042456,             0.00042456,             0.00042456
                     74,                0.69181,                0.51071,                0.99473,                0.88138,                 0.8487,                0.89567,                0.72337,                0.65448,                0.50571,                0.95581,             0.00041041,             0.00041041,             0.00041041
                     75,                0.70379,                0.51838,                 0.9992,                0.87938,                0.84696,                0.90182,                0.73553,                0.64981,                0.47436,                0.95103,             0.00039626,             0.00039626,             0.00039626
                     76,                0.68575,                0.49603,                0.98357,                0.90563,                0.83515,                0.90723,                 0.7407,                0.64454,                0.46512,                0.95054,             0.00038211,             0.00038211,             0.00038211
                     77,                0.67285,                0.49454,                0.98061,                0.90203,                0.84166,                0.91052,                0.73426,                0.65672,                0.47684,                 0.9497,             0.00036797,             0.00036797,             0.00036797
                     78,                0.68441,                0.50332,                0.98843,                0.89211,                0.83761,                0.91121,                0.74185,                0.64537,                0.46566,                0.95189,             0.00035382,             0.00035382,             0.00035382
                     79,                 0.6763,                0.51104,                0.98581,                0.89581,                0.84978,                0.91621,                0.74417,                0.64933,                0.45687,                0.95089,             0.00033967,             0.00033967,             0.00033967
                     80,                0.66472,                0.49788,                0.97882,                0.91147,                0.83215,                0.91674,                0.74201,                 0.6572,                0.45164,                0.95139,             0.00032553,             0.00032553,             0.00032553
                     81,                0.66603,                0.49478,                0.98191,                0.87903,                0.84581,                0.91595,                0.74474,                0.65191,                0.46275,                0.95087,             0.00031138,             0.00031138,             0.00031138
                     82,                0.66535,                0.49068,                0.98472,                0.88641,                0.83203,                0.90962,                0.73953,                0.65735,                0.46542,                0.95073,             0.00029723,             0.00029723,             0.00029723
                     83,                0.65747,                 0.4843,                0.97744,                0.90036,                0.82465,                0.90636,                0.74262,                0.64381,                0.46983,                0.94607,             0.00028308,             0.00028308,             0.00028308
                     84,                0.65994,                0.48548,                0.97647,                0.89365,                0.83889,                0.90809,                0.74166,                0.65168,                  0.455,                0.95645,             0.00026894,             0.00026894,             0.00026894
                     85,                0.65451,                0.48302,                0.97816,                0.89406,                 0.8299,                0.90833,                0.74038,                0.64086,                0.46475,                0.94679,             0.00025479,             0.00025479,             0.00025479
                     86,                0.64147,                 0.4727,                0.96926,                0.88988,                0.85129,                0.90868,                0.73619,                0.66865,                0.46939,                0.95631,             0.00024064,             0.00024064,             0.00024064
                     87,                0.64772,                0.46275,                0.97334,                0.87318,                 0.8593,                0.91067,                0.74215,                0.65083,                0.47252,                  0.948,              0.0002265,              0.0002265,              0.0002265
                     88,                0.63948,                 0.4655,                0.97326,                0.89611,                0.83079,                0.90557,                0.74143,                0.65425,                0.47292,                0.94918,             0.00021235,             0.00021235,             0.00021235
                     89,                0.62972,                0.46434,                0.96843,                0.88734,                0.83662,                0.90421,                0.74231,                0.64109,                0.46663,                0.94737,              0.0001982,              0.0001982,              0.0001982
                     90,                0.63503,                0.46076,                0.96787,                0.90523,                0.83021,                0.91089,                0.74342,                0.65379,                0.46161,                0.95132,             0.00018406,             0.00018406,             0.00018406
                     91,                0.52548,                  0.326,                0.89731,                0.87967,                0.84722,                 0.8987,                0.73525,                0.65889,                0.46845,                0.95316,             0.00016991,             0.00016991,             0.00016991
                     92,                0.50738,                0.31382,                0.88209,                0.89184,                0.83231,                0.90595,                0.74237,                0.64136,                 0.4694,                 0.9515,             0.00015576,             0.00015576,             0.00015576
                     93,                0.49961,                0.30582,                0.88609,                0.89399,                0.84087,                0.90392,                0.74021,                0.65333,                0.46962,                0.95482,             0.00014161,             0.00014161,             0.00014161
                     94,                0.49609,                0.30292,                0.87576,                0.88865,                0.84084,                0.90638,                0.74563,                0.64403,                0.46062,                0.95177,             0.00012747,             0.00012747,             0.00012747
                     95,                0.49958,                 0.3015,                0.88326,                0.86369,                0.86974,                0.91032,                 0.7446,                0.65306,                0.45961,                0.95253,             0.00011332,             0.00011332,             0.00011332
                     96,                0.48496,                0.29494,                0.87366,                 0.8842,                0.84542,                0.91229,                0.75027,                0.63676,                0.45366,                0.94691,             9.9173e-05,             9.9173e-05,             9.9173e-05
                     97,                0.48348,                0.28795,                0.87783,                0.87295,                0.86044,                0.91202,                0.74954,                0.64025,                0.46278,                0.94552,             8.5026e-05,             8.5026e-05,             8.5026e-05
                     98,                0.48133,                 0.2904,                0.87368,                0.90741,                 0.8342,                0.91361,                0.74958,                0.63679,                0.45725,                0.94737,             7.0878e-05,             7.0878e-05,             7.0878e-05
                     99,                 0.4779,                0.28901,                0.87418,                0.90704,                0.82541,                0.91194,                0.74875,                0.63856,                0.46007,                0.94449,             5.6731e-05,             5.6731e-05,             5.6731e-05
                    100,                0.47913,                0.28376,                0.87173,                0.88996,                0.84704,                0.90924,                0.74483,                0.64126,                0.46548,                0.94399,             4.2584e-05,             4.2584e-05,             4.2584e-05
